Date,Domain,KPI_Name,KPI_Value,Dimension
2027-05-01,Financial,Avg_Severity_Score,51.494,All Accounts
2027-06-01,Financial,Avg_Severity_Score,48.223,All Accounts
2027-07-01,Financial,Avg_Severity_Score,54.2,All Accounts
2027-08-01,Financial,Avg_Severity_Score,59.452,All Accounts
2027-09-01,Financial,Avg_Severity_Score,43.763,All Accounts
2025-01-01,Financial,Total_Cash_Flow,82784.0,All Accounts
2025-02-01,Financial,Total_Cash_Flow,62711.0,All Accounts
2025-03-01,Financial,Total_Cash_Flow,70003.0,All Accounts
2025-04-01,Financial,Total_Cash_Flow,74629.0,All Accounts
2025-05-01,Financial,Total_Cash_Flow,70605.0,All Accounts
2025-06-01,Financial,Total_Cash_Flow,67900.0,All Accounts
2025-07-01,Financial,Total_Cash_Flow,69879.0,All Accounts
2025-08-01,Financial,Total_Cash_Flow,61526.0,All Accounts
2025-09-01,Financial,Total_Cash_Flow,73467.0,All Accounts
2025-10-01,Financial,Total_Cash_Flow,77870.0,All Accounts
2025-11-01,Financial,Total_Cash_Flow,73106.0,All Accounts
2025-12-01,Financial,Total_Cash_Flow,76545.0,All Accounts
2026-01-01,Financial,Total_Cash_Flow,74431.0,All Accounts
2026-02-01,Financial,Total_Cash_Flow,63859.0,All Accounts
2026-03-01,Financial,Total_Cash_Flow,72105.0,All Accounts
2026-04-01,Financial,Total_Cash_Flow,79117.0,All Accounts
2026-05-01,Financial,Total_Cash_Flow,79144.0,All Accounts
2026-06-01,Financial,Total_Cash_Flow,75835.0,All Accounts
2026-07-01,Financial,Total_Cash_Flow,73954.0,All Accounts
2026-08-01,Financial,Total_Cash_Flow,66307.0,All Accounts
2026-09-01,Financial,Total_Cash_Flow,77965.0,All Accounts
2026-10-01,Financial,Total_Cash_Flow,86968.0,All Accounts
2026-11-01,Financial,Total_Cash_Flow,70414.0,All Accounts
2026-12-01,Financial,Total_Cash_Flow,86546.0,All Accounts
2027-01-01,Financial,Total_Cash_Flow,79797.0,All Accounts
2027-02-01,Financial,Total_Cash_Flow,71070.0,All Accounts
2027-03-01,Financial,Total_Cash_Flow,68456.0,All Accounts
2027-04-01,Financial,Total_Cash_Flow,75412.0,All Accounts
2027-05-01,Financial,Total_Cash_Flow,75330.0,All Accounts
2027-06-01,Financial,Total_Cash_Flow,65415.0,All Accounts
2027-07-01,Financial,Total_Cash_Flow,74857.0,All Accounts
2027-08-01,Financial,Total_Cash_Flow,82241.0,All Accounts
2027-09-01,Financial,Total_Cash_Flow,66083.0,All Accounts
2025-01-01,Financial,Total_Expenditure,58800.0,All Accounts
2025-02-01,Financial,Total_Expenditure,66486.0,All Accounts
2025-03-01,Financial,Total_Expenditure,60752.0,All Accounts
2025-04-01,Financial,Total_Expenditure,56546.0,All Accounts
2025-05-01,Financial,Total_Expenditure,46502.0,All Accounts
2025-06-01,Financial,Total_Expenditure,48197.0,All Accounts
2025-07-01,Financial,Total_Expenditure,73731.0,All Accounts
2025-08-01,Financial,Total_Expenditure,54710.0,All Accounts
2025-09-01,Financial,Total_Expenditure,63203.0,All Accounts
2025-10-01,Financial,Total_Expenditure,65166.0,All Accounts
2025-11-01,Financial,Total_Expenditure,56558.0,All Accounts
2025-12-01,Financial,Total_Expenditure,64640.0,All Accounts
2026-01-01,Financial,Total_Expenditure,63383.0,All Accounts
2026-02-01,Financial,Total_Expenditure,54796.0,All Accounts
2026-03-01,Financial,Total_Expenditure,60026.0,All Accounts
2026-04-01,Financial,Total_Expenditure,63079.0,All Accounts
2026-05-01,Financial,Total_Expenditure,67500.0,All Accounts
2026-06-01,Financial,Total_Expenditure,66681.0,All Accounts
2026-07-01,Financial,Total_Expenditure,69271.0,All Accounts
2026-08-01,Financial,Total_Expenditure,62206.0,All Accounts
2026-09-01,Financial,Total_Expenditure,62011.0,All Accounts
2026-10-01,Financial,Total_Expenditure,65709.0,All Accounts
2026-11-01,Financial,Total_Expenditure,65567.0,All Accounts
2026-12-01,Financial,Total_Expenditure,69804.0,All Accounts
2027-01-01,Financial,Total_Expenditure,61371.0,All Accounts
2027-02-01,Financial,Total_Expenditure,50731.0,All Accounts
2027-03-01,Financial,Total_Expenditure,60849.0,All Accounts
2027-04-01,Financial,Total_Expenditure,57178.0,All Accounts
2027-05-01,Financial,Total_Expenditure,61869.0,All Accounts
2027-06-01,Financial,Total_Expenditure,63308.0,All Accounts
2027-07-01,Financial,Total_Expenditure,62620.0,All Accounts
2027-08-01,Financial,Total_Expenditure,62889.0,All Accounts
2027-09-01,Financial,Total_Expenditure,60049.0,All Accounts
2025-01-01,Financial,Total_Net_Income,75065.0,All Accounts
2025-02-01,Financial,Total_Net_Income,58244.0,All Accounts
2025-03-01,Financial,Total_Net_Income,59827.0,All Accounts
2025-04-01,Financial,Total_Net_Income,56869.0,All Accounts
2025-05-01,Financial,Total_Net_Income,71205.0,All Accounts
2025-06-01,Financial,Total_Net_Income,59657.0,All Accounts
2025-07-01,Financial,Total_Net_Income,65255.0,All Accounts
2025-08-01,Financial,Total_Net_Income,64560.0,All Accounts
2025-09-01,Financial,Total_Net_Income,66441.0,All Accounts
2025-10-01,Financial,Total_Net_Income,67399.0,All Accounts
2025-11-01,Financial,Total_Net_Income,65342.0,All Accounts
2025-12-01,Financial,Total_Net_Income,64933.0,All Accounts
2026-01-01,Financial,Total_Net_Income,73798.0,All Accounts
2026-02-01,Financial,Total_Net_Income,54173.0,All Accounts
2026-03-01,Financial,Total_Net_Income,70472.0,All Accounts
2026-04-01,Financial,Total_Net_Income,56950.0,All Accounts
2026-05-01,Financial,Total_Net_Income,62109.0,All Accounts
2026-06-01,Financial,Total_Net_Income,66383.0,All Accounts
2026-07-01,Financial,Total_Net_Income,65154.0,All Accounts
2026-08-01,Financial,Total_Net_Income,70621.0,All Accounts
2026-09-01,Financial,Total_Net_Income,67791.0,All Accounts
2026-10-01,Financial,Total_Net_Income,65569.0,All Accounts
2026-11-01,Financial,Total_Net_Income,66055.0,All Accounts
2026-12-01,Financial,Total_Net_Income,68129.0,All Accounts
2027-01-01,Financial,Total_Net_Income,60820.0,All Accounts
2027-02-01,Financial,Total_Net_Income,64701.0,All Accounts
2027-03-01,Financial,Total_Net_Income,58914.0,All Accounts
2027-04-01,Financial,Total_Net_Income,63350.0,All Accounts
2027-05-01,Financial,Total_Net_Income,60702.0,All Accounts
2027-06-01,Financial,Total_Net_Income,62271.0,All Accounts
2027-07-01,Financial,Total_Net_Income,70555.0,All Accounts
2027-08-01,Financial,Total_Net_Income,52049.0,All Accounts
2027-09-01,Financial,Total_Net_Income,59396.0,All Accounts
2025-01-01,Financial,Total_Revenue,85103.0,All Accounts
2025-02-01,Financial,Total_Revenue,82350.0,All Accounts
2025-03-01,Financial,Total_Revenue,87633.0,All Accounts
2025-04-01,Financial,Total_Revenue,87438.0,All Accounts
2025-05-01,Financial,Total_Revenue,80445.0,All Accounts
2025-06-01,Financial,Total_Revenue,86995.0,All Accounts
2025-07-01,Financial,Total_Revenue,77158.0,All Accounts
2025-08-01,Financial,Total_Revenue,81671.0,All Accounts
2025-09-01,Financial,Total_Revenue,77324.0,All Accounts
2025-10-01,Financial,Total_Revenue,83060.0,All Accounts
2025-11-01,Financial,Total_Revenue,58566.0,All Accounts
2025-12-01,Financial,Total_Revenue,76953.0,All Accounts
2026-01-01,Financial,Total_Revenue,72637.0,All Accounts
2026-02-01,Financial,Total_Revenue,73629.0,All Accounts
2026-03-01,Financial,Total_Revenue,83259.0,All Accounts
2026-04-01,Financial,Total_Revenue,78623.0,All Accounts
2026-05-01,Financial,Total_Revenue,80936.0,All Accounts
2026-06-01,Financial,Total_Revenue,89113.0,All Accounts
2026-07-01,Financial,Total_Revenue,59437.0,All Accounts
2026-08-01,Financial,Total_Revenue,69922.0,All Accounts
2026-09-01,Financial,Total_Revenue,81018.0,All Accounts
2026-10-01,Financial,Total_Revenue,94007.0,All Accounts
2026-11-01,Financial,Total_Revenue,77839.0,All Accounts
2026-12-01,Financial,Total_Revenue,87038.0,All Accounts
2027-01-01,Financial,Total_Revenue,97158.0,All Accounts
2027-02-01,Financial,Total_Revenue,69422.0,All Accounts
2027-03-01,Financial,Total_Revenue,92953.0,All Accounts
2027-04-01,Financial,Total_Revenue,64715.0,All Accounts
2027-05-01,Financial,Total_Revenue,73911.0,All Accounts
2027-06-01,Financial,Total_Revenue,73866.0,All Accounts
2027-07-01,Financial,Total_Revenue,80935.0,All Accounts
2027-08-01,Financial,Total_Revenue,77610.0,All Accounts
2027-09-01,Financial,Total_Revenue,68265.0,All Accounts
2025-01-01,Financial,Total_Transaction_Amount,79748.0,All Accounts
2025-02-01,Financial,Total_Transaction_Amount,61923.0,All Accounts
2025-03-01,Financial,Total_Transaction_Amount,69015.0,All Accounts
2025-04-01,Financial,Total_Transaction_Amount,79122.0,All Accounts
2025-05-01,Financial,Total_Transaction_Amount,74003.0,All Accounts
2025-06-01,Financial,Total_Transaction_Amount,80893.0,All Accounts
2025-07-01,Financial,Total_Transaction_Amount,79091.0,All Accounts
2025-08-01,Financial,Total_Transaction_Amount,65601.0,All Accounts
2025-09-01,Financial,Total_Transaction_Amount,79480.0,All Accounts
2025-10-01,Financial,Total_Transaction_Amount,75332.0,All Accounts
2025-11-01,Financial,Total_Transaction_Amount,69235.0,All Accounts
2025-12-01,Financial,Total_Transaction_Amount,76607.0,All Accounts
2026-01-01,Financial,Total_Transaction_Amount,83773.0,All Accounts
2026-02-01,Financial,Total_Transaction_Amount,59335.0,All Accounts
2026-03-01,Financial,Total_Transaction_Amount,78523.0,All Accounts
2026-04-01,Financial,Total_Transaction_Amount,89631.0,All Accounts
2026-05-01,Financial,Total_Transaction_Amount,74876.0,All Accounts
2026-06-01,Financial,Total_Transaction_Amount,77328.0,All Accounts
2026-07-01,Financial,Total_Transaction_Amount,72941.0,All Accounts
2026-08-01,Financial,Total_Transaction_Amount,72029.0,All Accounts
2026-09-01,Financial,Total_Transaction_Amount,76600.0,All Accounts
2026-10-01,Financial,Total_Transaction_Amount,86766.0,All Accounts
2026-11-01,Financial,Total_Transaction_Amount,76017.0,All Accounts
2026-12-01,Financial,Total_Transaction_Amount,78274.0,All Accounts
2027-01-01,Financial,Total_Transaction_Amount,93698.0,All Accounts
2027-02-01,Financial,Total_Transaction_Amount,60844.0,All Accounts
2027-03-01,Financial,Total_Transaction_Amount,90924.0,All Accounts
2027-04-01,Financial,Total_Transaction_Amount,75303.0,All Accounts
2027-05-01,Financial,Total_Transaction_Amount,85792.0,All Accounts
2027-06-01,Financial,Total_Transaction_Amount,94140.0,All Accounts
2027-07-01,Financial,Total_Transaction_Amount,72225.0,All Accounts
2027-08-01,Financial,Total_Transaction_Amount,80897.0,All Accounts
2027-09-01,Financial,Total_Transaction_Amount,65735.0,All Accounts
2025-03-01,Project,Anomaly_Count,0.0,All Projects
2025-04-01,Project,Anomaly_Count,1.0,All Projects
2025-05-01,Project,Anomaly_Count,0.0,All Projects
2025-06-01,Project,Anomaly_Count,0.0,All Projects
2025-07-01,Project,Anomaly_Count,1.0,All Projects
2025-08-01,Project,Anomaly_Count,0.0,All Projects
2025-09-01,Project,Anomaly_Count,2.0,All Projects
2025-10-01,Project,Anomaly_Count,0.0,All Projects
2025-11-01,Project,Anomaly_Count,0.0,All Projects
2025-12-01,Project,Anomaly_Count,0.0,All Projects
2026-01-01,Project,Anomaly_Count,0.0,All Projects
2026-02-01,Project,Anomaly_Count,0.0,All Projects
2026-03-01,Project,Anomaly_Count,0.0,All Projects
2026-04-01,Project,Anomaly_Count,0.0,All Projects
2026-05-01,Project,Anomaly_Count,0.0,All Projects
2026-06-01,Project,Anomaly_Count,1.0,All Projects
2026-07-01,Project,Anomaly_Count,0.0,All Projects
2026-08-01,Project,Anomaly_Count,0.0,All Projects
2026-09-01,Project,Anomaly_Count,0.0,All Projects
2026-10-01,Project,Anomaly_Count,1.0,All Projects
2026-11-01,Project,Anomaly_Count,0.0,All Projects
2026-12-01,Project,Anomaly_Count,2.0,All Projects
2027-01-01,Project,Anomaly_Count,1.0,All Projects
2027-02-01,Project,Anomaly_Count,0.0,All Projects
2027-03-01,Project,Anomaly_Count,1.0,All Projects
2025-03-01,Project,Anomaly_Rate,0.0,All Projects
2025-04-01,Project,Anomaly_Rate,0.083,All Projects
2025-05-01,Project,Anomaly_Rate,0.0,All Projects
2025-06-01,Project,Anomaly_Rate,0.0,All Projects
2025-07-01,Project,Anomaly_Rate,0.125,All Projects
2025-08-01,Project,Anomaly_Rate,0.0,All Projects
2025-09-01,Project,Anomaly_Rate,0.083,All Projects
2025-10-01,Project,Anomaly_Rate,0.0,All Projects
2025-11-01,Project,Anomaly_Rate,0.0,All Projects
2025-12-01,Project,Anomaly_Rate,0.0,All Projects
2026-01-01,Project,Anomaly_Rate,0.0,All Projects
2026-02-01,Project,Anomaly_Rate,0.0,All Projects
2026-03-01,Project,Anomaly_Rate,0.0,All Projects
2026-04-01,Project,Anomaly_Rate,0.0,All Projects
2026-05-01,Project,Anomaly_Rate,0.0,All Projects
2026-06-01,Project,Anomaly_Rate,0.083,All Projects
2026-07-01,Project,Anomaly_Rate,0.0,All Projects
2026-08-01,Project,Anomaly_Rate,0.0,All Projects
2026-09-01,Project,Anomaly_Rate,0.0,All Projects
2026-10-01,Project,Anomaly_Rate,0.059,All Projects
2026-11-01,Project,Anomaly_Rate,0.0,All Projects
2026-12-01,Project,Anomaly_Rate,0.069,All Projects
2027-01-01,Project,Anomaly_Rate,0.067,All Projects
2027-02-01,Project,Anomaly_Rate,0.0,All Projects
2027-03-01,Project,Anomaly_Rate,0.5,All Projects
2025-03-01,Project,Avg_Budget_Variance_Pct,0.952,All Projects
2025-04-01,Project,Avg_Budget_Variance_Pct,3.906,All Projects
2025-05-01,Project,Avg_Budget_Variance_Pct,1.376,All Projects
2025-06-01,Project,Avg_Budget_Variance_Pct,2.65,All Projects
2025-07-01,Project,Avg_Budget_Variance_Pct,5.996,All Projects
2025-08-01,Project,Avg_Budget_Variance_Pct,4.975,All Projects
2025-09-01,Project,Avg_Budget_Variance_Pct,7.067,All Projects
2025-10-01,Project,Avg_Budget_Variance_Pct,5.175,All Projects
2025-11-01,Project,Avg_Budget_Variance_Pct,0.427,All Projects
2025-12-01,Project,Avg_Budget_Variance_Pct,0.45,All Projects
2026-01-01,Project,Avg_Budget_Variance_Pct,0.836,All Projects
2026-02-01,Project,Avg_Budget_Variance_Pct,-3.274,All Projects
2026-03-01,Project,Avg_Budget_Variance_Pct,3.606,All Projects
2026-04-01,Project,Avg_Budget_Variance_Pct,-0.226,All Projects
2026-05-01,Project,Avg_Budget_Variance_Pct,1.986,All Projects
2026-06-01,Project,Avg_Budget_Variance_Pct,7.668,All Projects
2026-07-01,Project,Avg_Budget_Variance_Pct,0.742,All Projects
2026-08-01,Project,Avg_Budget_Variance_Pct,3.387,All Projects
2026-09-01,Project,Avg_Budget_Variance_Pct,4.003,All Projects
2026-10-01,Project,Avg_Budget_Variance_Pct,11.141,All Projects
2026-11-01,Project,Avg_Budget_Variance_Pct,4.677,All Projects
2026-12-01,Project,Avg_Budget_Variance_Pct,23.61,All Projects
2027-01-01,Project,Avg_Budget_Variance_Pct,12.129,All Projects
2027-02-01,Project,Avg_Budget_Variance_Pct,7.171,All Projects
2027-03-01,Project,Avg_Budget_Variance_Pct,-46.036,All Projects
2025-03-01,Project,Avg_Percent_Complete,100.0,All Projects
2025-04-01,Project,Avg_Percent_Complete,100.0,All Projects
2025-05-01,Project,Avg_Percent_Complete,100.0,All Projects
2025-06-01,Project,Avg_Percent_Complete,100.0,All Projects
2025-07-01,Project,Avg_Percent_Complete,100.0,All Projects
2025-08-01,Project,Avg_Percent_Complete,100.0,All Projects
2025-09-01,Project,Avg_Percent_Complete,99.983,All Projects
2025-10-01,Project,Avg_Percent_Complete,100.0,All Projects
2025-11-01,Project,Avg_Percent_Complete,100.0,All Projects
2025-12-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-01-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-02-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-03-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-04-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-05-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-06-01,Project,Avg_Percent_Complete,91.9,All Projects
2026-07-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-08-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-09-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-10-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-11-01,Project,Avg_Percent_Complete,100.0,All Projects
2026-12-01,Project,Avg_Percent_Complete,96.666,All Projects
2027-01-01,Project,Avg_Percent_Complete,93.633,All Projects
2027-02-01,Project,Avg_Percent_Complete,100.0,All Projects
2027-03-01,Project,Avg_Percent_Complete,98.35,All Projects
2025-03-01,Project,Avg_Severity_Score,27.34,All Projects
2025-04-01,Project,Avg_Severity_Score,37.292,All Projects
2025-05-01,Project,Avg_Severity_Score,49.843,All Projects
2025-06-01,Project,Avg_Severity_Score,46.273,All Projects
2025-07-01,Project,Avg_Severity_Score,49.562,All Projects
2025-08-01,Project,Avg_Severity_Score,25.41,All Projects
2025-09-01,Project,Avg_Severity_Score,54.133,All Projects
2025-10-01,Project,Avg_Severity_Score,77.03,All Projects
2025-11-01,Project,Avg_Severity_Score,68.017,All Projects
2025-12-01,Project,Avg_Severity_Score,48.678,All Projects
2026-01-01,Project,Avg_Severity_Score,47.526,All Projects
2026-02-01,Project,Avg_Severity_Score,41.0,All Projects
2026-03-01,Project,Avg_Severity_Score,53.75,All Projects
2026-04-01,Project,Avg_Severity_Score,62.638,All Projects
2026-05-01,Project,Avg_Severity_Score,41.3,All Projects
2026-06-01,Project,Avg_Severity_Score,55.958,All Projects
2026-07-01,Project,Avg_Severity_Score,58.1,All Projects
2026-08-01,Project,Avg_Severity_Score,27.611,All Projects
2026-09-01,Project,Avg_Severity_Score,48.271,All Projects
2026-10-01,Project,Avg_Severity_Score,38.171,All Projects
2026-11-01,Project,Avg_Severity_Score,52.12,All Projects
2026-12-01,Project,Avg_Severity_Score,63.203,All Projects
2027-01-01,Project,Avg_Severity_Score,51.767,All Projects
2027-02-01,Project,Avg_Severity_Score,37.514,All Projects
2027-03-01,Project,Avg_Severity_Score,65.6,All Projects
2025-03-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-04-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-05-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-06-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-07-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-08-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-09-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-10-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-11-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-12-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-01-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-02-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-03-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-04-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-05-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-06-01,Project,Delayed_Task_Rate,0.083,All Projects
2026-07-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-08-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-09-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-10-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-11-01,Project,Delayed_Task_Rate,0.0,All Projects
2026-12-01,Project,Delayed_Task_Rate,0.0,All Projects
2027-01-01,Project,Delayed_Task_Rate,0.067,All Projects
2027-02-01,Project,Delayed_Task_Rate,0.0,All Projects
2027-03-01,Project,Delayed_Task_Rate,0.0,All Projects
2025-03-01,Project,Total_Budget_Spent,213355.82,All Projects
2025-04-01,Project,Total_Budget_Spent,652143.4,All Projects
2025-05-01,Project,Total_Budget_Spent,134073.57,All Projects
2025-06-01,Project,Total_Budget_Spent,616262.6,All Projects
2025-07-01,Project,Total_Budget_Spent,420952.71,All Projects
2025-08-01,Project,Total_Budget_Spent,438324.79,All Projects
2025-09-01,Project,Total_Budget_Spent,902090.2,All Projects
2025-10-01,Project,Total_Budget_Spent,430869.98,All Projects
2025-11-01,Project,Total_Budget_Spent,484002.01,All Projects
2025-12-01,Project,Total_Budget_Spent,387061.48,All Projects
2026-01-01,Project,Total_Budget_Spent,540093.13,All Projects
2026-02-01,Project,Total_Budget_Spent,87258.32,All Projects
2026-03-01,Project,Total_Budget_Spent,114204.23,All Projects
2026-04-01,Project,Total_Budget_Spent,125245.83,All Projects
2026-05-01,Project,Total_Budget_Spent,182939.76,All Projects
2026-06-01,Project,Total_Budget_Spent,211716.82,All Projects
2026-07-01,Project,Total_Budget_Spent,135539.97,All Projects
2026-08-01,Project,Total_Budget_Spent,314899.21,All Projects
2026-09-01,Project,Total_Budget_Spent,776390.78,All Projects
2026-10-01,Project,Total_Budget_Spent,853021.78,All Projects
2026-11-01,Project,Total_Budget_Spent,866981.12,All Projects
2026-12-01,Project,Total_Budget_Spent,1938948.7,All Projects
2027-01-01,Project,Total_Budget_Spent,756997.44,All Projects
2027-02-01,Project,Total_Budget_Spent,244879.39,All Projects
2027-03-01,Project,Total_Budget_Spent,12494.08,All Projects
2025-01-01,Workforce,Anomaly_Count,7.0,All Departments
2025-02-01,Workforce,Anomaly_Count,4.0,All Departments
2025-03-01,Workforce,Anomaly_Count,3.0,All Departments
2025-04-01,Workforce,Anomaly_Count,7.0,All Departments
2025-05-01,Workforce,Anomaly_Count,4.0,All Departments
2025-06-01,Workforce,Anomaly_Count,6.0,All Departments
2025-07-01,Workforce,Anomaly_Count,6.0,All Departments
2025-08-01,Workforce,Anomaly_Count,2.0,All Departments
2025-09-01,Workforce,Anomaly_Count,8.0,All Departments
2025-10-01,Workforce,Anomaly_Count,4.0,All Departments
2025-11-01,Workforce,Anomaly_Count,2.0,All Departments
2025-12-01,Workforce,Anomaly_Count,5.0,All Departments
2026-01-01,Workforce,Anomaly_Count,5.0,All Departments
2026-02-01,Workforce,Anomaly_Count,5.0,All Departments
2026-03-01,Workforce,Anomaly_Count,3.0,All Departments
2026-04-01,Workforce,Anomaly_Count,9.0,All Departments
2026-05-01,Workforce,Anomaly_Count,3.0,All Departments
2026-06-01,Workforce,Anomaly_Count,4.0,All Departments
2026-07-01,Workforce,Anomaly_Count,6.0,All Departments
2026-08-01,Workforce,Anomaly_Count,6.0,All Departments
2026-09-01,Workforce,Anomaly_Count,4.0,All Departments
2026-10-01,Workforce,Anomaly_Count,5.0,All Departments
2026-11-01,Workforce,Anomaly_Count,6.0,All Departments
2026-12-01,Workforce,Anomaly_Count,2.0,All Departments
2027-01-01,Workforce,Anomaly_Count,0.0,All Departments
2027-02-01,Workforce,Anomaly_Count,2.0,All Departments
2027-03-01,Workforce,Anomaly_Count,4.0,All Departments
2027-04-01,Workforce,Anomaly_Count,5.0,All Departments
2027-05-01,Workforce,Anomaly_Count,1.0,All Departments
2027-06-01,Workforce,Anomaly_Count,4.0,All Departments
2027-07-01,Workforce,Anomaly_Count,3.0,All Departments
2027-08-01,Workforce,Anomaly_Count,6.0,All Departments
2027-09-01,Workforce,Anomaly_Count,6.0,All Departments
2025-01-01,Workforce,Anomaly_Rate,0.047,All Departments
2025-02-01,Workforce,Anomaly_Rate,0.027,All Departments
2025-03-01,Workforce,Anomaly_Rate,0.02,All Departments
2025-04-01,Workforce,Anomaly_Rate,0.048,All Departments
2025-05-01,Workforce,Anomaly_Rate,0.028,All Departments
2025-06-01,Workforce,Anomaly_Rate,0.042,All Departments
2025-07-01,Workforce,Anomaly_Rate,0.043,All Departments
2025-08-01,Workforce,Anomaly_Rate,0.014,All Departments
2025-09-01,Workforce,Anomaly_Rate,0.058,All Departments
2025-10-01,Workforce,Anomaly_Rate,0.029,All Departments
2025-11-01,Workforce,Anomaly_Rate,0.015,All Departments
2025-12-01,Workforce,Anomaly_Rate,0.037,All Departments
2026-01-01,Workforce,Anomaly_Rate,0.038,All Departments
2026-02-01,Workforce,Anomaly_Rate,0.038,All Departments
2026-03-01,Workforce,Anomaly_Rate,0.023,All Departments
2026-04-01,Workforce,Anomaly_Rate,0.071,All Departments
2026-05-01,Workforce,Anomaly_Rate,0.024,All Departments
2026-06-01,Workforce,Anomaly_Rate,0.032,All Departments
2026-07-01,Workforce,Anomaly_Rate,0.05,All Departments
2026-08-01,Workforce,Anomaly_Rate,0.05,All Departments
2026-09-01,Workforce,Anomaly_Rate,0.034,All Departments
2026-10-01,Workforce,Anomaly_Rate,0.044,All Departments
2026-11-01,Workforce,Anomaly_Rate,0.054,All Departments
2026-12-01,Workforce,Anomaly_Rate,0.018,All Departments
2027-01-01,Workforce,Anomaly_Rate,0.0,All Departments
2027-02-01,Workforce,Anomaly_Rate,0.018,All Departments
2027-03-01,Workforce,Anomaly_Rate,0.037,All Departments
2027-04-01,Workforce,Anomaly_Rate,0.048,All Departments
2027-05-01,Workforce,Anomaly_Rate,0.01,All Departments
2027-06-01,Workforce,Anomaly_Rate,0.038,All Departments
2027-07-01,Workforce,Anomaly_Rate,0.029,All Departments
2027-08-01,Workforce,Anomaly_Rate,0.059,All Departments
2027-09-01,Workforce,Anomaly_Rate,0.06,All Departments
2025-01-01,Workforce,Avg_Attendance_Rate,85.175,All Departments
2025-02-01,Workforce,Avg_Attendance_Rate,91.071,All Departments
2025-03-01,Workforce,Avg_Attendance_Rate,90.548,All Departments
2025-04-01,Workforce,Avg_Attendance_Rate,91.193,All Departments
2025-05-01,Workforce,Avg_Attendance_Rate,91.557,All Departments
2025-06-01,Workforce,Avg_Attendance_Rate,90.182,All Departments
2025-07-01,Workforce,Avg_Attendance_Rate,90.764,All Departments
2025-08-01,Workforce,Avg_Attendance_Rate,91.918,All Departments
2025-09-01,Workforce,Avg_Attendance_Rate,90.789,All Departments
2025-10-01,Workforce,Avg_Attendance_Rate,91.46,All Departments
2025-11-01,Workforce,Avg_Attendance_Rate,91.893,All Departments
2025-12-01,Workforce,Avg_Attendance_Rate,86.231,All Departments
2026-01-01,Workforce,Avg_Attendance_Rate,85.061,All Departments
2026-02-01,Workforce,Avg_Attendance_Rate,91.065,All Departments
2026-03-01,Workforce,Avg_Attendance_Rate,91.801,All Departments
2026-04-01,Workforce,Avg_Attendance_Rate,90.78,All Departments
2026-05-01,Workforce,Avg_Attendance_Rate,92.051,All Departments
2026-06-01,Workforce,Avg_Attendance_Rate,91.974,All Departments
2026-07-01,Workforce,Avg_Attendance_Rate,91.661,All Departments
2026-08-01,Workforce,Avg_Attendance_Rate,91.317,All Departments
2026-09-01,Workforce,Avg_Attendance_Rate,92.188,All Departments
2026-10-01,Workforce,Avg_Attendance_Rate,92.334,All Departments
2026-11-01,Workforce,Avg_Attendance_Rate,90.694,All Departments
2026-12-01,Workforce,Avg_Attendance_Rate,85.807,All Departments
2027-01-01,Workforce,Avg_Attendance_Rate,86.417,All Departments
2027-02-01,Workforce,Avg_Attendance_Rate,92.148,All Departments
2027-03-01,Workforce,Avg_Attendance_Rate,92.242,All Departments
2027-04-01,Workforce,Avg_Attendance_Rate,90.835,All Departments
2027-05-01,Workforce,Avg_Attendance_Rate,91.855,All Departments
2027-06-01,Workforce,Avg_Attendance_Rate,91.404,All Departments
2027-07-01,Workforce,Avg_Attendance_Rate,90.911,All Departments
2027-08-01,Workforce,Avg_Attendance_Rate,89.705,All Departments
2027-09-01,Workforce,Avg_Attendance_Rate,91.082,All Departments
2025-01-01,Workforce,Avg_Engagement_Score,67.913,All Departments
